id,codigo,nombre,departamento,municipio,distrito,direccion,latitud,longitud,telefonos,programa,modernizacion,fase,control,fila_origen_sheet,sincronizado_en,creado_en
77cd236d-fcb2-4793-8252-7e7a13d49ab7,60100,CENTRO ESCOLAR CANTÓN LA MONTAÑA,AHUACHAPÁN,AHUACHAPÁN CENTRO,TACUBA,,,,"{72509550,72594453,72509550}",,f,,f,118,2026-08-10 09:21:57.238686+00,2026-07-24 22:35:57.316281+00
94d3d905-eac8-494b-86d6-bd19a5b4bf3b,60107,CENTRO ESCOLAR CANTÓN GUACHIPILIN,AHUACHAPÁN,AHUACHAPÁN SUR,SAN PEDRO PUXTLA,,,,"{78626160,78626160,78626160}",,f,,f,278,2026-08-10 09:21:57.238686+00,2026-07-24 22:35:57.316281+00
b354cbca-06e6-481b-8e28-5a0fe5183675,86342,"CENTRO ESCOLAR CASERÍO LOS ALTUVE, CANTÓN GUACHIPILÍN",AHUACHAPÁN,AHUACHAPÁN SUR,SAN PEDRO PUXTLA,,,,"{72272474,72272474,72272474}",,f,,f,279,2026-08-10 09:21:57.238686+00,2026-07-24 22:35:57.316281+00
1edb8dcc-27a2-4973-bac0-e2f0cf372c3e,88136,CENTRO ESCOLAR CATOLICO SAMMY GUIDO VELLARDITA,AHUACHAPÁN,AHUACHAPÁN SUR,SAN PEDRO PUXTLA,,,,"{72493338,72493338,72493338}",,f,,f,280,2026-08-10 09:21:57.238686+00,2026-07-24 22:35:57.316281+00
bea234c0-f733-4e88-ad39-7cb217721448,10836,COMPLEJO EDUCATIVO CANTÓN VAINILLAS,CHALATENANGO,CHALATENANGO SUR,EL CARRIZAL,,,,"{72582870,72582870,72582870}",,f,,f,862,2026-08-10 09:21:57.7678+00,2026-07-24 22:35:57.666164+00
23042727-af93-4ec4-8419-58cf4e979aee,10837,CENTRO ESCOLAR CANTON PETAPAS,CHALATENANGO,CHALATENANGO SUR,EL CARRIZAL,,,,"{78564165,78564165,78564165}",,f,,f,863,2026-08-10 09:21:57.7678+00,2026-07-24 22:35:57.666164+00
e65edbab-1c97-40e1-a5e2-29bec7a18707,13016,ESCUELA DE EDUCACION PARVULARIA EL CARRIZAL,CHALATENANGO,CHALATENANGO SUR,EL CARRIZAL,,,,"{63010695,63010695,63010695}",,f,,f,864,2026-08-10 09:21:57.7678+00,2026-07-24 22:35:57.666164+00
ae0541f9-7167-4138-b401-d99b63431737,11004,"CENTRO ESCOLAR CASERIO EL CAFETALITO, CANTON SANTA ROSA",LA LIBERTAD,LA LIBERTAD  CENTRO,CIUDAD ARCE,,,,"{72416247,72416247,72416247}",,f,,f,1163,2026-08-10 09:21:57.898103+00,2026-07-24 22:35:57.939696+00
05114d15-f61e-4e89-886f-011241a8d085,12304,ESCUELA DE EDUCACIÓN PARVULARIA DE DOLORES,CABAÑAS,CABAÑAS  ESTE,DOLORES,,,,"{72449155,72449155}",,f,,f,281,2026-08-10 09:21:57.238686+00,2026-07-24 22:35:57.316281+00
fb4c183b-c5df-4ad8-9cb7-5954207570cb,11166,CENTRO ESCOLAR CANTON GIRON,LA LIBERTAD,LA LIBERTAD NORTE,QUEZALTEPEQUE,,,,"{79878161,79878161,79878161}",,f,,f,1405,2026-08-10 09:21:57.898103+00,2026-07-24 22:35:57.939696+00
79124112-af58-4936-b05d-0945dd92867a,11170,CENTRO ESCOLAR CANTON LOS SITIOS DE NEJAPA,LA LIBERTAD,LA LIBERTAD NORTE,QUEZALTEPEQUE,,,,"{72395300,72395300}",,f,,f,1406,2026-08-10 09:21:57.898103+00,2026-07-24 22:35:57.939696+00
1e6a240d-0e76-48e8-9a44-52d6b3a703fc,11171,CENTRO ESCOLAR JOSE DOLORES LARREYNAGA,LA LIBERTAD,LA LIBERTAD NORTE,QUEZALTEPEQUE,,,,"{78034783,78034783,78034783}",,f,,f,1407,2026-08-10 09:21:57.898103+00,2026-07-24 22:35:57.939696+00
d55596b1-7afd-4200-886c-7e0696838a30,11172,CENTRO ESCOLAR MIGUEL ANGEL GARCIA,LA LIBERTAD,LA LIBERTAD NORTE,QUEZALTEPEQUE,,,,"{72401340,72401340,72401340}",,f,,f,1408,2026-08-10 09:21:57.898103+00,2026-07-24 22:35:57.939696+00
4a520850-eb4c-41ff-8939-4a51e91e7bd8,11173,CENTRO ESCOLAR REPUBLICA DE NICARAGUA,LA LIBERTAD,LA LIBERTAD NORTE,QUEZALTEPEQUE,,,,"{76032482,76032482,76032482}",,f,,f,1409,2026-08-10 09:21:57.898103+00,2026-07-24 22:35:57.939696+00
c572bead-af93-44a6-84a6-8b553307be10,11174,CENTRO ESCOLAR JUAN RAMON JIMENEZ,LA LIBERTAD,LA LIBERTAD NORTE,QUEZALTEPEQUE,,,,"{72494293,72494293,72494293}",,f,,f,1410,2026-08-10 09:21:57.898103+00,2026-07-24 22:35:57.939696+00
af2735cf-65e2-4de3-8fb1-81e1a74a26bd,11175,CENTRO ESCOLAR PROFESORA MARIA JULIA ALVARADO MADRID DE GARCIA,LA LIBERTAD,LA LIBERTAD NORTE,QUEZALTEPEQUE,,,,"{72485267,72485267,72485267}",,f,,f,1411,2026-08-10 09:21:57.898103+00,2026-07-24 22:35:57.939696+00
